campaign_id,campaign_name,build_id,target_surface,rail_sort_order,surface_blocker,collection_name,collection_position,is_rail_item,rail_name,rail_position,product_name,brand,product_url,external_id,price,currency,stock_status,observed_at,annotation,row_flags
almost-fall-2026,Almost Fall,b004,fashion,6,,Fall Accents,11,TRUE,Add one thing,11,Buckle Leather Belt,Mango,https://shop.mango.com/us/en/c/women/belts/leather/98abbc2e,,49.99,USD,in_stock,2026-08-07,"Plain black leather, $50 — the belt that re-cuts a summer dress.",PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,6,,Fall Accents,12,TRUE,Add one thing,12,Wing Bag Charm,Sandy Liang,https://kith.com/products/r25a027-l010,,98.0,USD,in_stock,2026-08-07,One charm to make the summer bag read fall.,
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,1,TRUE,Coats you can't wear yet,1,Milly Leopard Coat,Rixo,https://rixolondon.com/en-us/products/milly-bohemia-leopard,,795,USD,in_stock,2026-08-07,Full-length leopard in brown — the one print in a set of solids.,
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,2,TRUE,Coats you can't wear yet,2,Anouk Wool Blend Jacket,Aligne,https://aligne.co/products/anouk-double-faced-jacket-grey,,219,GBP,in_stock,2026-08-07,Grey marl wool blend — the set's lowest price.,
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,3,TRUE,Coats you can't wear yet,3,Double-Breasted Trench,Woolrich,https://www.farfetch.com/shopping/women/woolrich/items.aspx,,414,USD,low_stock,2026-08-07,A double-breasted cotton trench under $450 — the set's entry classic.,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,4,TRUE,Coats you can't wear yet,4,Pankou Closure Jacket,Rohe,https://roheframes.com/products/pankou-closure-jacket-black,,675,EUR,in_stock,2026-08-07,"Knotted closures, collarless cut — Rohe's version of the fall jacket.",
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,5,TRUE,Coats you can't wear yet,5,Callery Belted Coat,Woolrich,https://www.farfetch.com/shopping/women/woolrich/items.aspx,,708,USD,low_stock,2026-08-07,"Belted virgin wool, unstructured — lighter than a winter coat. [size S only at verification]",PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,6,TRUE,Coats you can't wear yet,6,Washed Cotton Trench,Toteme,https://www.farfetch.com/shopping/women/toteme/trench-raincoat-1/items.aspx,,1368,USD,in_stock,2026-08-07,"Washed cotton, cut long and unlined — Toteme's version of the classic.",PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,7,TRUE,Coats you can't wear yet,7,Double-Breasted Belted Trench,Polo Ralph Lauren,https://www.farfetch.com/shopping/women/polo-ralph-lauren/trench-raincoat-1/items.aspx,,861,USD,in_stock,2026-08-07,"Cotton gabardine, storm flap, gun patch — the textbook spec.",PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,8,TRUE,Coats you can't wear yet,8,Quinn Double-Breasted Leather Coat,Nour Hammour,https://www.farfetch.com/shopping/women/nour-hammour/items.aspx,,1105,USD,low_stock,2026-08-07,Paris-made leather in a long cut — the '90s revival.,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,9,TRUE,Coats you can't wear yet,9,Corrin Suede Trench,DUCIE,https://www.farfetch.com/shopping/women/ducie-corrin-suede-trench-coat-item-30112837.aspx,,1476,USD,in_stock,2026-08-07,A full suede trench: this fall's texture on its most classic silhouette.,
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,10,TRUE,Coats you can't wear yet,10,Drop-Shoulder Trench,Toteme,https://www.farfetch.com/shopping/women/toteme/trench-raincoat-1/items.aspx,,1580,USD,in_stock,2026-08-07,"Drop shoulders and a fuller cut — the trench, relaxed.",PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,11,TRUE,Coats you can't wear yet,11,Fitzrovia Short Gabardine Trench,Burberry,https://www.farfetch.com/shopping/women/burberry/trench-raincoat-1/items.aspx,,2695,USD,low_stock,2026-08-07,Gabardine cut short — for the wardrobe that already owns the long one.,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,1,,First Coats of Fall,12,TRUE,Coats you can't wear yet,12,Ellingham Car Coat,Burberry,https://www.farfetch.com/shopping/women/burberry/trench-raincoat-1/items.aspx,,3150,USD,low_stock,2026-08-07,"Cotton gabardine car coat, made in England — the anchor of the set.",PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",1,TRUE,Fall you can wear today,1,Will Jacket,Sézane,https://www.sezane.com/us-en/product/will-jacket/camel-suede,,315,USD,in_stock,2026-08-07,"Camel suede, unlined — the jacket for the first cool evening.",
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",2,TRUE,Fall you can wear today,2,The Jalen Sandal,A.Emery,https://us.aemery.com/products/the-jalen-sandal-liquorice-suede,,250,USD,in_stock,2026-08-07,Walnut suede between the toes — fall's texture at sandal weight.,
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",3,TRUE,Fall you can wear today,3,Marisol Top,Faithfull the Brand,https://faithfullthebrand.com/products/marisol-top-chocolate-lace,,190,USD,in_stock,2026-08-07,Chocolate lace — the season's colour in summer's fabric.,
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",4,TRUE,Fall you can wear today,4,Mid-Rise Barrel Jeans,Mango,https://shop.mango.com/us/en/p/women/jeans/balloon/mid-rise-barrel-jeans/17044142/32/00,,53.99,USD,low_stock,2026-08-07,"Chocolate-brown denim in a barrel cut, $54.",
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",5,TRUE,Fall you can wear today,5,Gazelle Indoor Shoes,Adidas,https://www.adidas.com/us/gazelle-indoor-shoes/JI2060.html,,120,USD,in_stock,2026-08-07,The suede sneaker that never left — black with a gum sole for September.,
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",6,TRUE,Fall you can wear today,6,Broderie Anglaise Top,Ganni,https://www.ganni.com/us/broderie-anglaise-top-J1710.html,,187.5,USD,low_stock,2026-08-07,"Cotton broderie anglaise in light blue — wear it open now, layer it later.",
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",7,TRUE,Fall you can wear today,7,Raw Denim Cropped Barrel-Leg Trousers,COS,https://www.cos.com/en-us/women/womenswear/jeans/product/raw-denim-cropped-barrel-leg-trousers-indigo-1331071001,,129.0,USD,low_stock,2026-08-07,"Raw indigo, cropped barrel — dark denim with no season attached.",
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",8,TRUE,Fall you can wear today,8,The Jalen Sandal (Liquorice Suede),A.Emery,https://us.aemery.com/products/the-jalen-sandal-liquorice-suede,,250,USD,in_stock,2026-08-07,Black suede at sandal weight — the Jalen in its darker colorway.,
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",9,TRUE,Fall you can wear today,9,Suede Harvey Teddy,Sézane,https://www.sezane.com/us-en/collection/jackets,,490,USD,in_stock,2026-08-07,"Suede in teddy form, $490 — the softest version of the season's texture.",PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",10,TRUE,Fall you can wear today,10,90's Pinch Waist High Rise Straight,Agolde,https://agolde.com/products/90s-pinch-waist-high-rise-straight-pendulum,,238,USD,in_stock,2026-08-07,"High rise, pinched waist, dark Pendulum wash — September jeans, wearable now.",
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",11,TRUE,Fall you can wear today,11,Dress in White Broderie Anglaise,Ganni,https://www.ganni.com/us/dress-in-white-broderie-anglaise-A1030520.html,,545,USD,in_stock,2026-08-07,White broderie now; add the belt and boots in October.,
almost-fall-2026,Almost Fall,b004,fashion,3,,"Suede, Sheer & Denim",12,TRUE,Fall you can wear today,12,Callum Jean,Khaite,https://khaite.com/collections/denim/products/callum-jean-in-dumas,,680.0,USD,in_stock,2026-08-07,The $680 jean — Khaite's loose straight in a wash called Dumas.,
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,13,FALSE,,,Scott Trench Coat,Sézane,https://www.sezane.com/us-en/collection/jackets,,320,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,14,FALSE,,,Gabrio Coat,Sézane,https://www.sezane.com/us-en/collection/jackets,,380,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,15,FALSE,,,Clyde Coat,Sézane,https://www.sezane.com/us-en/collection/jackets,,355,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,16,FALSE,,,Carter Jacket,Sézane,https://www.sezane.com/us-en/collection/jackets,,340,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,17,FALSE,,,Charlotte Jacket,Sézane,https://www.sezane.com/us-en/collection/jackets,,460,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,18,FALSE,,,Paloma Wool Blend Jacket,Aligne,https://aligne.co/products/paloma-double-faced-jacket-blue,,219,GBP,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,19,FALSE,,,Barnaby Reversible Trench Coat,Aligne,https://aligne.co/products/barnaby-reversible-trench-coat-green,,269,GBP,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,20,FALSE,,,Brody Funnel Jacket,Aligne,https://aligne.co/products/brody-jacket-beige,,159,GBP,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,21,FALSE,,,Bark Flock Jacket,Aligne,https://aligne.co/products/bark-flock-jacket-orange,,175,GBP,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,22,FALSE,,,Double-Breasted Belted Trench Coat,Woolrich,https://www.farfetch.com/shopping/women/woolrich/items.aspx,,591,USD,low_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,23,FALSE,,,Country Jacket,Toteme,https://www.farfetch.com/shopping/women/toteme/items.aspx,,558,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,First Coats of Fall,24,FALSE,,,Open-Front Coat,Toteme,https://www.farfetch.com/shopping/women/toteme/items.aspx,,1485,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",13,FALSE,,,Mavis Suede Jacket,Aligne,https://aligne.co/products/mavis-suede-jacket-camel,,470,GBP,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",14,FALSE,,,Dalma Suede Bomber Jacket,Nour Hammour,https://www.farfetch.com/shopping/women/nour-hammour/items.aspx,,1530,USD,low_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",15,FALSE,,,Wyatt Jacket (Dumas),Khaite,https://khaite.com/products/wyatt-jacket-in-dumas,,1280,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",16,FALSE,,,Brody Denim Jacket,Aligne,https://aligne.co/products/brody-jacket-blue,,159,GBP,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",17,FALSE,,,Clara Jean (Benson),Khaite,https://khaite.com/products/clara-jean-in-benson,,640,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",18,FALSE,,,Farley Jean (Seneca),Khaite,https://khaite.com/products/farley-jean-in-seneca,,620,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",19,FALSE,,,Danielle Stretch Jean (Benson),Khaite,https://khaite.com/products/danielle-stretch-jean-in-benson,,620,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",20,FALSE,,,Harper Straight Jean (Hush),Agolde,https://agolde.com/products/harper-jean-mid-rise-relaxed-straight-hush,,218,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",21,FALSE,,,Low Slung Baggy (Essence),Agolde,https://agolde.com/products/low-slung-baggy-essence,,238,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",22,FALSE,,,Ren Jean (Echo),Agolde,https://agolde.com/products/ren-jean-echo,,228,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",23,FALSE,,,Low Curve Jean (Force),Agolde,https://agolde.com/products/low-curve-jean-force,,238,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,"Suede, Sheer & Denim",24,FALSE,,,Luna High Rise Pieced Taper (Split),Agolde,https://agolde.com/products/luna-pieced-jean-split,,258,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,13,FALSE,,,Crescent Moon Brooch (Sterling Silver),Awe Inspired,https://aweinspired.com/products/crescent-moon-brooch,,260,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,14,FALSE,,,Rounded Buckle Leather Belt (Black),Mango,https://shop.mango.com/us/en/c/women/belts/leather/98abbc2e,,49.99,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,15,FALSE,,,100% Cowhide Leather Belt (Chocolate Wide),Mango,https://shop.mango.com/us/en/c/women/belts/leather/98abbc2e,,69.99,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,16,FALSE,,,100% Cowhide Leather Belt (Brown),Mango,https://shop.mango.com/us/en/c/women/belts/leather/98abbc2e,,45.99,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,17,FALSE,,,Centered Monogram Silk Scarf,Toteme,https://www.farfetch.com/shopping/women/toteme/items.aspx,,339,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,18,FALSE,,,Terminator Bag Charm,Sandy Liang,https://kith.com/products/r25a026-l010,,118,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,19,FALSE,,,Crosby Seamless Cardigan (Cream),Kallmeyer,https://kallmeyer.nyc/products/dkss26kn1071-crosby-seamless-cardigan-superfine-merino-cream,,520,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,20,FALSE,,,Crosby Seamless Cardigan (Heather Blue),Kallmeyer,https://kallmeyer.nyc/products/dkss26kn1071-crosby-seamless-cardigan-superfine-merino-heather-blue,,520,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,21,FALSE,,,Shawl-Lapel Cardigan,Toteme,https://www.farfetch.com/shopping/women/toteme/items.aspx,,770,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,22,FALSE,,,Twisted Ballet Cardigan (Mud),Rohe,https://roheframes.com/products/twisted-ballet-cardigan-mud,,550,EUR,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,23,FALSE,,,Emily Cardigan,Sézane,https://www.sezane.com/us-en/collection/jackets,,175,USD,in_stock,2026-08-07,,PDP_RESOLUTION_PENDING(scraper-workstream)
almost-fall-2026,Almost Fall,b004,fashion,,,Fall Accents,24,FALSE,,,Brody Sleeveless Funnel Neck Gilet,Aligne,https://aligne.co/products/brody-sleeveless-funnel-gilet-camel,,139,GBP,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",1,TRUE,Brown is the new neutral,1,The Carafe,East Fork,https://eastfork.com/products/the-carafe,,250,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",2,TRUE,Brown is the new neutral,2,"Hand Painted Serving Platter, Tulip Crown",East Fork,https://eastfork.com/products/serving-platter-tulip-crown,,210,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",3,TRUE,Brown is the new neutral,3,"Hand Painted Weeknight Serving Bowl, Tulip Crown",East Fork,https://eastfork.com/products/weeknight-serving-bowl-tulip-crown,,200,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",4,TRUE,Brown is the new neutral,4,"Hand Painted Mug, Tulip Crown",East Fork,https://eastfork.com/products/the-mug-tulip-crown,,68,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",5,TRUE,Brown is the new neutral,5,"Hand Painted Dinner Plate, Tulip Crown",East Fork,https://eastfork.com/products/dinner-plate-tulip-crown,,68,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",6,TRUE,Brown is the new neutral,6,"Hand Painted Everyday Bowl, Tulip Crown",East Fork,https://eastfork.com/products/everyday-bowl-tulip-crown,,64,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",7,TRUE,Brown is the new neutral,7,"Hand Painted Side Plate, Tulip Crown",East Fork,https://eastfork.com/products/side-plate-tulip-crown,,56,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",8,TRUE,Brown is the new neutral,8,"Hand Painted Breakfast Bowl, Tulip Crown",East Fork,https://eastfork.com/products/breakfast-bowl-tulip-crown,,46,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,2,,"Chocolate, Terracotta & Moss",9,TRUE,Brown is the new neutral,9,"Hand Painted Cake Plate, Tulip Crown",East Fork,https://eastfork.com/products/cake-plate-tulip-crown,,40,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,8,,Lamps & Candles for Shorter Days,1,TRUE,Light for 8pm,1,Tuberose Musk HI-FI Candle,P.F. Candle Co,https://pfcandleco.com/products/tuberose-musk-hi-fi-candle,,44,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,8,,Lamps & Candles for Shorter Days,2,TRUE,Light for 8pm,2,Coco Hinoki Candle,Boy Smells,https://boysmells.com/products/coco-fantome-standard-candle-9oz,,44,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,8,,Lamps & Candles for Shorter Days,3,TRUE,Light for 8pm,3,Teakwood & Tobacco Standard Candle,P.F. Candle Co,https://pfcandleco.com/products/teakwood-tobacco-standard-candle,,24,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,8,,Lamps & Candles for Shorter Days,4,TRUE,Light for 8pm,4,Amber & Moss Standard Candle,P.F. Candle Co,https://pfcandleco.com/products/amber-moss-standard-candle,,24,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,8,,Lamps & Candles for Shorter Days,5,TRUE,Light for 8pm,5,Pinon Standard Candle,P.F. Candle Co,https://pfcandleco.com/products/pinon-standard-candle,,24,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,8,,Lamps & Candles for Shorter Days,6,TRUE,Light for 8pm,6,Sandalwood Rose Standard Candle,P.F. Candle Co,https://pfcandleco.com/products/sandalwood-rose-standard-candle,,24,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,8,,Lamps & Candles for Shorter Days,7,TRUE,Light for 8pm,7,Arroyo Oak Standard Candle,P.F. Candle Co,https://pfcandleco.com/products/arroyo-oak-standard-candle,,24,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,8,,Lamps & Candles for Shorter Days,8,TRUE,Light for 8pm,8,Red Hot Candle,Boy Smells,https://boysmells.com/products/red-hot-candle-9oz,,22,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,9,,Bedding for the Long Nights,1,TRUE,Make the bed the warm room,1,Percale Duvet Cover Set,Parachute,https://www.parachutehome.com/products/percale-duvet-cover-set-pebble-tw-xl,,279,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,9,,Bedding for the Long Nights,2,TRUE,Make the bed the warm room,2,Percale Sheet Set,Parachute,https://www.parachutehome.com/products/percale-sheet-set-pebble-tw-xl,,229,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,9,,Bedding for the Long Nights,3,TRUE,Make the bed the warm room,3,Percale Duvet Cover,Parachute,https://www.parachutehome.com/products/percale-duvet-cover-pebble,,200,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,9,,Bedding for the Long Nights,4,TRUE,Make the bed the warm room,4,Organic Mosaic Robe,Parachute,https://www.parachutehome.com/products/organic-mosaic-robe-multi,,159,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,home_interior,9,,Bedding for the Long Nights,5,TRUE,Make the bed the warm room,5,Percale Pillowcase Set,Parachute,https://www.parachutehome.com/products/percale-pillowcase-set-pebble,,59,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,tech,4,,"Chargers, Cases & Everyday Carry",1,TRUE,Safe to buy before September,1,"Carry Sleeve 14in, Coffee Bio-Leather",Moft,https://www.moft.us/products/carry-sleeve-crafted-from-movas-e-coffee-bio-leather,,74.95,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,tech,4,,"Chargers, Cases & Everyday Carry",2,TRUE,Safe to buy before September,2,Trackable Field Wallet,Moft,https://www.moft.us/products/magsafe-snap-field-wallet-with-find-my,,59.99,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,tech,4,,"Chargers, Cases & Everyday Carry",3,TRUE,Safe to buy before September,3,Trackable Tripod Wallet,Moft,https://www.moft.us/products/magsafe-tripod-wallet-with-find-my,,59.99,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,tech,4,,"Chargers, Cases & Everyday Carry",4,TRUE,Safe to buy before September,4,"Snap Phone Tripod, Coffee Bio-Leather",Moft,https://www.moft.us/products/snap-phone-tripod-crafted-from-movas-e-coffee-bio-leather,,39.99,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,beauty,10,,Liners & Smoky Shadow,1,TRUE,Build the fall eye,1,The Art of the Eye Trio,ILIA,https://iliabeauty.com/products/the-art-of-the-eye-trio,,88,USD,in_stock,2026-08-07,,
almost-fall-2026,Almost Fall,b004,beauty,10,,Liners & Smoky Shadow,2,TRUE,Build the fall eye,2,Thru Line Eye Essentials,ILIA,https://iliabeauty.com/products/thru-line-eye-essentials,,62,USD,in_stock,2026-08-07,,
